page_url,category,title,item_url,final_url,http_status,content_type,is_pdf,note
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Cieszmy się,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/cieszmy_sie.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/cieszmy_sie.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Dlaczego dzisiaj,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/dlaczego_dzisiaj.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/dlaczego_dzisiaj.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Do Betlejemu,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/do_betlejemu.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/do_betlejemu.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Do szopy,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/do_szopy.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/do_szopy.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Dzieciątko się narodziło,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/dzieciatka_sie_narodzilo.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/dzieciatka_sie_narodzilo.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Dziecina mała,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/dziecina_mala.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/dziecina_mala.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Dzisiaj w Betlejem,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/dzisiaj_w_betlejem.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/dzisiaj_w_betlejem.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Gdy się Chrystus rodzi,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/gdy_sie_chrystus.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/gdy_sie_chrystus.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Gdy śliczna Panna,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/gdy_sliczna_panna.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/gdy_sliczna_panna.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Gdy ziemię cichym snem,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/gdy_ziemie_cichym_snem.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/gdy_ziemie_cichym_snem.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,"Gloria, gloria zawołajmy",https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/gloria_gloria_zawolajmy.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/gloria_gloria_zawolajmy.pdf,200,application/pdf,TAK,
https://liturgia.wiara.pl/Muzyka_w_liturgii/3,Pieśni na czas Bożego Narodzenia,Hej w dzień Bożego Narodzenia,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/hej_w_dzien_narodzenia.pdf,https://liturgia.wiara.pl/files_upload/old/liturgia.wiara.pl/elementy/spiewnik_koledy/hej_w_dzien_narodzenia.pdf,200,application/pdf,TAK,
